IncidentDate,OccurredFromTime,IncidentNum,Offense,NIBRS,NIBRSCategory,SRS_UCR,CrimeAgainst,FelMisdCit,IncidentTopSRS_UCR,IncidentLocation,IntersectionOtherLoc,District,Neighborhood,NbhdNum,Latitude,Longitude,IncidentSupplemented,LastSuppDate,VictimNum,FirearmUsed,IncidentNature
11/12/2025 0:00,9:00:00,25044801,UNLAWFUL USE OF WEAPON - SUBSECTION 11 - POSSESS WEAPON AND A FELONY CONTROLLED SUBSTANCE,520,Weapons Law Violations,,Society,F,4,1801 OFALLON ST,A,4,Carr Square,61,38.640622,-90.201957,Yes,12/12/2025 18:05,,Yes,Aggravated Assault - Other Weapon - Criminal
11/12/2025 0:00,9:00:00,25044801,UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING,520,Weapons Law Violations,,Society,F,4,1801 OFALLON ST,A,4,Carr Square,61,38.640622,-90.201957,Yes,12/12/2025 18:05,,Yes,Aggravated Assault - Other Weapon - Criminal
11/12/2025 0:00,11:00:00,25044824,PROPERTY DAMAGE 1ST DEGREE,290,Destruction/Damage/Vandalism of Property,,Property,F,,5269 WREN AVE,,6,Walnut Park East,72,38.700025,-90.25061,Yes,12/10/2025 21:36,,No,Destruction of Property - Criminal
11/12/2025 0:00,11:49:00,25044829,AGGRAVATED FLEEING A STOP OR DETENTION-CAUSES PHYSICAL INJURY,13A,Aggravated Assault,4,Person,F,4,N KINGSHIGHWAY BLVD,DR MARTIN LUTHER KING DR,5,Fountain Park,53,38.663104,-90.261593,Yes,12/23/2025 18:05,594517,No,Tampering - Criminal
11/12/2025 0:00,11:49:00,25044829,ASSAULT - 2ND DEGREE,13A,Aggravated Assault,4,Person,F,4,N KINGSHIGHWAY BLVD,DR MARTIN LUTHER KING DR,5,Fountain Park,53,38.663104,-90.261593,Yes,12/23/2025 18:05,594515,No,Tampering - Criminal
11/12/2025 0:00,11:49:00,25044829,ASSAULT - 2ND DEGREE,13A,Aggravated Assault,4,Person,F,4,N KINGSHIGHWAY BLVD,DR MARTIN LUTHER KING DR,5,Fountain Park,53,38.663104,-90.261593,Yes,12/23/2025 18:05,594516,No,Tampering - Criminal
11/12/2025 0:00,11:49:00,25044829,ASSAULT - 2ND DEGREE,13A,Aggravated Assault,4,Person,F,4,N KINGSHIGHWAY BLVD,DR MARTIN LUTHER KING DR,5,Fountain Park,53,38.663104,-90.261593,Yes,12/23/2025 18:05,594517,No,Tampering - Criminal
11/12/2025 0:00,11:49:00,25044829,TAMPERING WITH MOTOR VEHICLE - 1ST DEGREE,280,Stolen Property Offenses,,Property,F,4,N KINGSHIGHWAY BLVD,DR MARTIN LUTHER KING DR,5,Fountain Park,53,38.663104,-90.261593,Yes,12/23/2025 18:05,,No,Tampering - Criminal
11/12/2025 0:00,11:49:00,25044829,POSSESSION OF CONTROLLED SUBSTANCE,35A,Drug/Narcotic Violations,,Society,F,4,N KINGSHIGHWAY BLVD,DR MARTIN LUTHER KING DR,5,Fountain Park,53,38.663104,-90.261593,Yes,12/23/2025 18:05,,No,Tampering - Criminal
11/12/2025 0:00,11:49:00,25044829,UNLAWFUL POSSESSION OF A FIREARM - DANGEROUS FELON/PRIOR CONVICTION,520,Weapons Law Violations,,Society,F,4,N KINGSHIGHWAY BLVD,DR MARTIN LUTHER KING DR,5,Fountain Park,53,38.663104,-90.261593,Yes,12/23/2025 18:05,,Yes,Tampering - Criminal
11/12/2025 0:00,11:49:00,25044829,UNLAWFUL USE OF WEAPON - SUBSECTION 11 - POSSESS WEAPON AND A FELONY CONTROLLED SUBSTANCE,520,Weapons Law Violations,,Society,F,4,N KINGSHIGHWAY BLVD,DR MARTIN LUTHER KING DR,5,Fountain Park,53,38.663104,-90.261593,Yes,12/23/2025 18:05,,Yes,Tampering - Criminal
11/12/2025 0:00,11:49:00,25044829,RESISTING/INTERFERING WITH ARREST FOR A FELONY,90Z,All Other Offenses,,Unspecified,F,4,N KINGSHIGHWAY BLVD,DR MARTIN LUTHER KING DR,5,Fountain Park,53,38.663104,-90.261593,Yes,12/23/2025 18:05,,No,Tampering - Criminal
9/18/2025 0:00,9:00:00,25044838,STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT & PRIOR STEALING OFFENDER.,240,Motor Vehicle Theft,7,Property,F,7,7700 MINNESOTA AVE,,1,Carondelet,1,38.547722,-90.260542,Yes,12/19/2025 10:34,,No,Motor Vehicle Theft - Criminal
11/12/2025 0:00,12:45:00,25044840,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,280,Stolen Property Offenses,,Property,F,,4406 N 19TH ST,,4,College Hill,66,38.670089,-90.20675,Yes,12/8/2025 12:05,,No,Drugs / Narcotics - Criminal
11/12/2025 0:00,12:45:00,25044840,POSSESSION OF CONTROLLED SUBSTANCE,35A,Drug/Narcotic Violations,,Society,F,,4406 N 19TH ST,,4,College Hill,66,38.670089,-90.20675,Yes,12/8/2025 12:05,,No,Drugs / Narcotics - Criminal
11/12/2025 0:00,12:45:00,25044840,UNLAWFUL POSSESSION OF A FIREARM,520,Weapons Law Violations,,Society,F,,4406 N 19TH ST,,4,College Hill,66,38.670089,-90.20675,Yes,12/8/2025 12:05,,Yes,Drugs / Narcotics - Criminal
11/12/2025 0:00,19:00:00,25044894,STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE,280,Stolen Property Offenses,,Property,F,,448 ADRIAN DR,,0,NA (Outside City),G-88,38.740398,-90.212198,Yes,12/19/2025 12:06,,No,Offenses - All Other - Criminal
11/12/2025 0:00,19:00:00,25044894,UNLAWFUL POSSESSION OF A FIREARM - DANGEROUS FELON/PRIOR CONVICTION,520,Weapons Law Violations,,Society,F,,448 ADRIAN DR,,0,NA (Outside City),G-88,38.740398,-90.212198,Yes,12/19/2025 12:06,,Yes,Offenses - All Other - Criminal
11/12/2025 0:00,19:00:00,25044894,"UNLAWFUL POSSESSION, TRANSPORT, MANUFACTURE, REPAIR OR SALE OF ILLEGAL WEAPON",520,Weapons Law Violations,,Society,F,,448 ADRIAN DR,,0,NA (Outside City),G-88,38.740398,-90.212198,Yes,12/19/2025 12:06,,Yes,Offenses - All Other - Criminal
11/12/2025 0:00,19:00:00,25044894,RESISTING ARREST/DETENTION/STOP BY FLEEING - CREATING A SUBSTANTIAL RISK OF SERIOUS INJURY/DEATH TO ANY PERSON,90Z,All Other Offenses,,Unspecified,F,,448 ADRIAN DR,,0,NA (Outside City),G-88,38.740398,-90.212198,Yes,12/19/2025 12:06,,No,Offenses - All Other - Criminal
11/12/2025 0:00,19:00:00,25044894,RESISTING/INTERFERING WITH ARREST FOR A FELONY,90Z,All Other Offenses,,Unspecified,F,,448 ADRIAN DR,,0,NA (Outside City),G-88,38.740398,-90.212198,Yes,12/19/2025 12:06,,No,Offenses - All Other - Criminal
11/12/2025 0:00,20:30:00,25044896,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,4,NEWBY ST,HALLS FERRY RD,6,Baden,74,38.716767,-90.235781,Yes,12/4/2025 18:05,589100,Yes,Aggravated Assault - Shooting - Criminal
11/12/2025 0:00,20:30:00,25044896,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,4,NEWBY ST,HALLS FERRY RD,6,Baden,74,38.716767,-90.235781,Yes,12/4/2025 18:05,589101,Yes,Aggravated Assault - Shooting - Criminal
11/13/2025 0:00,2:30:00,25044908,PROPERTY DAMAGE - 1ST DEGREE - DAMAGE TO MOTOR VEHICLE WITH INTENT TO STEAL,290,Destruction/Damage/Vandalism of Property,,Property,F,,6528 OLEATHA AVE,,2,Lindenwood Park,9,38.598301,-90.301505,Yes,12/3/2025 16:20,,No,Larceny - Criminal
11/13/2025 0:00,0:00:00,25044916,"UNLAWFUL USE OF WEAPON - SUBSECTION 3 - DISCHARGE INTO HOME, MOTOR VEHICLE OR OTHER TRANSPORTATION METHOD",520,Weapons Law Violations,,Society,F,,1644 CARR DR,,4,Carr Square,61,38.637474,-90.200923,Yes,12/2/2025 18:05,,Yes,Weapon Law Violation - Criminal
11/12/2025 0:00,22:00:00,25044919,STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT,240,Motor Vehicle Theft,7,Property,F,7,5404 HOLLY HILLS AVE,,1,Princeton Heights,6,38.577046,-90.28662,Yes,12/1/2025 11:24,,No,Motor Vehicle Theft - Criminal
11/13/2025 0:00,7:00:00,25044930,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (2), (3), (4), (6)",13A,Aggravated Assault,4,Person,M,4,5958 FLOY AVE,,6,North Pointe,73,38.714639,-90.25232,Yes,12/12/2025 0:05,591189,Yes,Weapon Law Violation - Criminal
11/13/2025 0:00,7:00:00,25044930,UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING,520,Weapons Law Violations,,Society,F,4,5958 FLOY AVE,,6,North Pointe,73,38.714639,-90.25232,Yes,12/12/2025 0:05,,Yes,Weapon Law Violation - Criminal
11/13/2025 0:00,7:00:00,25044930,ARMED CRIMINAL ACTION,90Z,All Other Offenses,,Unspecified,F,4,5958 FLOY AVE,,6,North Pointe,73,38.714639,-90.25232,Yes,12/12/2025 0:05,,No,Weapon Law Violation - Criminal
11/12/2025 0:00,0:08:00,25044949,STEALING UNDER $150 (PETTY LARCENY - SHOPLIFTING),23C,Shoplifting,6,Property,,6,12 HAMPTON VILLAGE PLZ,,2,Southampton,7,38.592684,-90.292232,Yes,12/2/2025 15:06,,No,Larceny - Criminal
11/13/2025 0:00,13:30:00,25044983,DELIVER 35 GRAMS OR LESS OF MARIJUANA OR SYNTHETIC CANNABINOID,35A,Drug/Narcotic Violations,,Society,F,,7718 S BROADWAY,,1,Patch,2,38.546121,-90.2589,Yes,12/30/2025 0:05,,No,Drugs / Narcotics - Criminal
11/13/2025 0:00,13:30:00,25044983,POSSESSION OF CONTROLLED SUBSTANCE,35A,Drug/Narcotic Violations,,Society,F,,7718 S BROADWAY,,1,Patch,2,38.546121,-90.2589,Yes,12/30/2025 0:05,,No,Drugs / Narcotics - Criminal
11/13/2025 0:00,15:16:00,25045024,SEX OFFENDER PHYSICALLY PRESENT/LOITER WITHIN 500 FEET OF A CHILD CARE FACILITY WHEN CHILD YOUNGER THAN 18 YEARS OF AGE IS PRESENT,90Z,All Other Offenses,,Unspecified,M,,1001 N JEFFERSON,,4,JeffVanderLou,59,38.639233,-90.213502,Yes,12/1/2025 16:33,,No,Sex Offenses - Criminal
11/13/2025 0:00,16:00:00,25045041,"ASSAULT- 4TH DEGREE - PURSUANT TO SUBDIVISION (1), (5)",13B,Simple Assault,,Person,M,,4906 S BROADWAY,,1,Mount Pleasant,17,38.567617,-90.23776,Yes,12/9/2025 13:02,590442,No,Simple Assault - Criminal
11/13/2025 0:00,20:01:00,25045047,UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING,520,Weapons Law Violations,,Society,F,,4026 DARBY ST,,6,Mark Twain / I 70 Industrial,70,38.690571,-90.272881,Yes,12/8/2025 12:05,,Yes,Aggravated Assault - Other Weapon - Criminal
11/14/2025 0:00,1:38:00,25045067,DOMESTIC ASSAULT - 3RD DEGREE,13B,Simple Assault,,Person,F,,5602 ENRIGHT AVE,APT. 204,5,West End,48,38.654662,-90.282698,Yes,12/23/2025 11:59,594424,No,Simple Assault - Criminal
11/14/2025 0:00,4:45:00,25045072,UNLAWFUL POSSESSION OF A FIREARM - DANGEROUS FELON/PRIOR CONVICTION,520,Weapons Law Violations,,Society,F,,HAMPTON AVE,WILSON AVE,2,Clifton Heights,11,38.617654,-90.28749,Yes,12/8/2025 12:05,,Yes,Weapon Law Violation - Criminal
11/14/2025 0:00,4:00:00,25045098,STEALING UNDER $150 (PETTY LARCENY - OTHER),23H,All Other Larceny,6,Property,,6,5403 QUINCY ST,,1,Princeton Heights,6,38.573051,-90.29181,Yes,12/23/2025 18:05,,No,Larceny - Criminal
11/14/2025 0:00,4:00:00,25045098,UNLAWFUL POSSESSION OF A FIREARM,520,Weapons Law Violations,,Society,F,6,5403 QUINCY ST,,1,Princeton Heights,6,38.573051,-90.29181,Yes,12/23/2025 18:05,,Yes,Larceny - Criminal
11/14/2025 0:00,4:00:00,25045098,INDIVIDUAL PEACE DISTURBANCE,90C,Disorderly Conduct,,Society,,6,5403 QUINCY ST,,1,Princeton Heights,6,38.573051,-90.29181,Yes,12/23/2025 18:05,,No,Larceny - Criminal
11/14/2025 0:00,11:15:00,25045115,DOMESTIC ASSAULT 1ST DEGREE - 1ST OFFENSE,13A,Aggravated Assault,4,Person,F,4,5041 S GRAND BLVD,,1,Dutchtown,16,38.572114,-90.25186,Yes,12/8/2025 12:05,589980,No,Aggravated Assault - Other Weapon - Criminal
11/14/2025 0:00,11:15:00,25045115,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (1),(5)",13C,Intimidation,,Person,M,4,5041 S GRAND BLVD,,1,Dutchtown,16,38.572114,-90.25186,Yes,12/8/2025 12:05,589979,Yes,Aggravated Assault - Other Weapon - Criminal
11/14/2025 0:00,11:15:00,25045115,PROPERTY DAMAGE - 2ND DEGREE,290,Destruction/Damage/Vandalism of Property,,Property,M,4,5041 S GRAND BLVD,,1,Dutchtown,16,38.572114,-90.25186,Yes,12/8/2025 12:05,,No,Aggravated Assault - Other Weapon - Criminal
11/14/2025 0:00,11:15:00,25045115,UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING,520,Weapons Law Violations,,Society,F,4,5041 S GRAND BLVD,,1,Dutchtown,16,38.572114,-90.25186,Yes,12/8/2025 12:05,,Yes,Aggravated Assault - Other Weapon - Criminal
11/14/2025 0:00,,25045134,UNFOUNDED INCIDENT,,,,,,,,,,,,,,,12/20/2025 16:22,,,
11/14/2025 0:00,16:11:00,25045156,POSSESSION OF CONTROLLED SUBSTANCE,35A,Drug/Narcotic Violations,,Society,F,,5055 WELLS AVE,,5,Academy,51,38.662979,-90.263676,Yes,12/17/2025 21:39,,No,Drugs / Narcotics - Criminal
11/14/2025 0:00,17:20:00,25045174,DWI - PERSISTENT,90D,Driving Under the Influence,,Society,F,,S 4TH ST,SPRUCE ST,4,Downtown,35,38.623697,-90.19699,Yes,12/18/2025 14:38,,No,DUI - Criminal
11/14/2025 0:00,17:44:00,25045180,INVOLUNTARY MANSLAUGHTER 1ST DEGREE,09B,Negligent Manslaughter,,Person,F,,3006 GOODFELLOW BOULEVARD,,5,Wells Goodfellow,50,38.680756,-90.273217,Yes,12/9/2025 0:05,590232,No,Offenses - All Other - Criminal
11/14/2025 0:00,17:44:00,25045180,LEAVING SCENE OF ACCIDENT - ACCIDENT RESULTING IN DEATH,90Z,All Other Offenses,,Unspecified,F,,3006 GOODFELLOW BOULEVARD,,5,Wells Goodfellow,50,38.680756,-90.273217,Yes,12/9/2025 0:05,,No,Offenses - All Other - Criminal
11/14/2025 0:00,19:10:00,25045189,ROBBERY - 1ST DEGREE,120,Robbery,3,Property,F,3,LAUREL,DR. MARTIN LUTHER KING,5,Hamilton Heights,78,38.672585,-90.280356,Yes,12/22/2025 18:05,,Yes,Carjacking - Criminal
11/14/2025 0:00,19:10:00,25045189,ARMED CRIMINAL ACTION,90Z,All Other Offenses,,Unspecified,F,3,LAUREL,DR. MARTIN LUTHER KING,5,Hamilton Heights,78,38.672585,-90.280356,Yes,12/22/2025 18:05,,No,Carjacking - Criminal
11/14/2025 0:00,21:15:00,25045204,"DOMESTIC ASSAULT - 4TH DEGREE - 1ST OR 2ND OFFENSE (2), (3), (4), (6)",13B,Simple Assault,,Person,M,,710 RUSSELL AVE,,3,Soulard,21,38.605958,-90.204161,Yes,12/3/2025 18:05,588790,No,Simple Assault - Criminal
11/15/2025 0:00,4:45:00,25045236,MURDER 1ST DEGREE,09A,Murder and Nonnegligent Manslaughter,1,Person,F,1,1525 N. 10TH ST,,4,Carr Square,61,38.641618,-90.190972,Yes,12/10/2025 13:23,590803,Yes,Homicide - Criminal
11/15/2025 0:00,4:45:00,25045236,ASSAULT - 2ND DEGREE,13A,Aggravated Assault,4,Person,F,1,1525 N. 10TH ST,,4,Carr Square,61,38.641618,-90.190972,Yes,12/10/2025 13:23,590802,Yes,Homicide - Criminal
11/15/2025 0:00,0:33:00,25045251,DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER),520,Weapons Law Violations,,Society,C,,3535 GOODFELLOW BLVD,,5,Wells Goodfellow,50,38.684658,-90.273178,Yes,12/1/2025 18:05,,Yes,Weapon Law Violation - Criminal
11/14/2025 0:00,23:59:00,25045256,STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT,240,Motor Vehicle Theft,7,Property,F,7,1916 LOCUST ST,,4,Downtown West,36,38.632657,-90.207009,Yes,12/16/2025 14:41,,No,Motor Vehicle Theft - Criminal
11/14/2025 0:00,23:59:00,25045256,TAMPERING WITH MOTOR VEHICLE - 1ST DEGREE,280,Stolen Property Offenses,,Property,F,7,1916 LOCUST ST,,4,Downtown West,36,38.632657,-90.207009,Yes,12/16/2025 14:41,,No,Motor Vehicle Theft - Criminal
11/14/2025 0:00,23:59:00,25045256,POSSESSION OF CONTROLLED SUBSTANCE,35A,Drug/Narcotic Violations,,Society,F,7,1916 LOCUST ST,,4,Downtown West,36,38.632657,-90.207009,Yes,12/16/2025 14:41,,No,Motor Vehicle Theft - Criminal
11/14/2025 0:00,23:59:00,25045256,AGGRAVATED FLEEING A STOP OR DETENTION,90Z,All Other Offenses,,Unspecified,F,7,1916 LOCUST ST,,4,Downtown West,36,38.632657,-90.207009,Yes,12/16/2025 14:41,,No,Motor Vehicle Theft - Criminal
11/15/2025 0:00,0:32:00,25045262,DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER),520,Weapons Law Violations,,Society,C,,5206 S 38TH ST,,1,Holly Hills,3,38.57378,-90.25576,Yes,12/31/2025 18:05,,Yes,Weapon Law Violation - Criminal
11/12/2025 0:00,0:29:00,25045266,DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER),520,Weapons Law Violations,,Society,C,,DELOR ST,LOUISIANA AVE,1,Dutchtown,16,38.571964,-90.24832,Yes,12/31/2025 18:05,,Yes,Weapon Law Violation - Criminal
11/15/2025 0:00,17:42:00,25045310,TRESPASSING ON PRIVATE PROPERTY,90J,Trespass of Real Property,,Society,,,401 S 14TH ST,,4,Downtown West,36,38.62483,-90.202921,Yes,12/11/2025 7:49,,No,Trespassing - Criminal
11/15/2025 0:00,17:42:00,25045310,INTERFERING WITH POLICE OFFICER IN PERFORMANCE OF DUTY,90Z,All Other Offenses,,Unspecified,C,,401 S 14TH ST,,4,Downtown West,36,38.62483,-90.202921,Yes,12/11/2025 7:49,,No,Trespassing - Criminal
11/15/2025 0:00,17:42:00,25045310,RESISTING ARREST,90Z,All Other Offenses,,Unspecified,C,,401 S 14TH ST,,4,Downtown West,36,38.62483,-90.202921,Yes,12/11/2025 7:49,,No,Trespassing - Criminal
11/15/2025 0:00,17:30:00,25045312,UNLAWFUL POSSESSION OF A FIREARM,520,Weapons Law Violations,,Society,F,,4448 FARLIN AVE,,6,Penrose,69,38.673213,-90.236034,Yes,12/8/2025 12:06,,Yes,Weapon Law Violation - Criminal
11/15/2025 0:00,19:50:00,25045322,ROBBERY - 1ST DEGREE,120,Robbery,3,Property,F,3,4614 SAN FRANCISCO AVE,,6,Penrose,69,38.673406,-90.24103,Yes,12/10/2025 15:16,,Yes,Robbery - Criminal
11/15/2025 0:00,19:00:00,25045325,RAPE OR ATTEMPTED RAPE - 1ST DEGREE,11A,Rape,2,Person,F,2,7339,,2,Willmore Park,88,38.563926,-90.294872,Yes,12/15/2025 9:10,591881,No,Sex Offenses - Criminal
11/15/2025 0:00,2:30:00,25045328,ASSAULT - 3RD DEGREE,13A,Aggravated Assault,4,Person,F,4,4100 MANCHESTER,,2,Forest Park Southeast,39,38.627581,-90.250295,Yes,12/1/2025 20:31,588144,No,Aggravated Assault - Other Weapon - Criminal
11/15/2025 0:00,21:00:00,25045331,OPERATE MOTOR VEHICLE WITHOUT VALID/PROPER PLATE(S),280,Stolen Property Offenses,,Property,,,1924 N VANDEVENTER AVE,,4,JeffVanderLou,59,38.65302,-90.230127,Yes,12/3/2025 18:05,,No,Offenses - All Other - Criminal
11/15/2025 0:00,21:20:00,25045336,DOMESTIC ASSAULT - 3RD DEGREE,13B,Simple Assault,,Person,F,,4406 GRACE AVE,,1,Dutchtown,16,38.57881,-90.246981,Yes,12/8/2025 12:06,589984,No,Simple Assault - Criminal
11/15/2025 0:00,21:20:00,25045336,DISCHARGING FIREARM WITHIN CITY (SHOTSPOTTER),520,Weapons Law Violations,,Society,C,,4406 GRACE AVE,,1,Dutchtown,16,38.57881,-90.246981,Yes,12/8/2025 12:06,,Yes,Simple Assault - Criminal
11/15/2025 0:00,13:00:00,25045344,STEALING - MOTOR VEHICLE/WATERCRAFT/AIRCRAFT,240,Motor Vehicle Theft,7,Property,F,7,4524 S COMPTON AVE,,1,Mount Pleasant,17,38.574316,-90.241038,Yes,12/6/2025 0:05,,No,Motor Vehicle Theft - Criminal
11/16/2025 0:00,2:10:00,25045363,ESCAPE OR ATTEMPTED ESCAPE FROM DEPARTMENT OF CORRECTIONS,90Z,All Other Offenses,,Unspecified,F,,200 S TUCKER BLVD,,4,Downtown,35,38.625727,-90.198461,Yes,12/5/2025 6:26,,No,Offenses - All Other - Criminal
11/16/2025 0:00,4:30:00,25045368,DOMESTIC ASSAULT 1ST DEGREE - 1ST OFFENSE,13A,Aggravated Assault,4,Person,F,4,4610 STEINLAGE DR,,6,Penrose,69,38.681031,-90.233,Yes,12/16/2025 12:05,592307,No,Aggravated Assault - Other Weapon - Criminal
11/16/2025 0:00,4:30:00,25045368,POSSESSION OF CONTROLLED SUBSTANCE,35A,Drug/Narcotic Violations,,Society,F,4,4610 STEINLAGE DR,,6,Penrose,69,38.681031,-90.233,Yes,12/16/2025 12:05,,No,Aggravated Assault - Other Weapon - Criminal
11/16/2025 0:00,4:30:00,25045368,UNLAWFUL POSSESSION OF A FIREARM,520,Weapons Law Violations,,Society,F,4,4610 STEINLAGE DR,,6,Penrose,69,38.681031,-90.233,Yes,12/16/2025 12:05,,Yes,Aggravated Assault - Other Weapon - Criminal
11/16/2025 0:00,4:30:00,25045368,UNLAWFUL USE OF WEAPON - SUBSECTION 11 - POSSESS WEAPON AND A FELONY CONTROLLED SUBSTANCE,520,Weapons Law Violations,,Society,F,4,4610 STEINLAGE DR,,6,Penrose,69,38.681031,-90.233,Yes,12/16/2025 12:05,,Yes,Aggravated Assault - Other Weapon - Criminal
11/16/2025 0:00,4:30:00,25045368,UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING,520,Weapons Law Violations,,Society,F,4,4610 STEINLAGE DR,,6,Penrose,69,38.681031,-90.233,Yes,12/16/2025 12:05,,Yes,Aggravated Assault - Other Weapon - Criminal
11/16/2025 0:00,4:30:00,25045368,ARMED CRIMINAL ACTION,90Z,All Other Offenses,,Unspecified,F,4,4610 STEINLAGE DR,,6,Penrose,69,38.681031,-90.233,Yes,12/16/2025 12:05,,No,Aggravated Assault - Other Weapon - Criminal
11/16/2025 0:00,5:54:00,25045385,BURGLARY - 2ND DEGREE,220,Burglary/Breaking and Entering,5,Property,F,5,4201 MANCHESTER AVE,,2,Forest Park Southeast,39,38.627608,-90.25446,Yes,12/12/2025 17:16,,No,Burglary - Criminal
11/16/2025 0:00,5:54:00,25045385,PROPERTY DAMAGE - 2ND DEGREE,290,Destruction/Damage/Vandalism of Property,,Property,M,5,4201 MANCHESTER AVE,,2,Forest Park Southeast,39,38.627608,-90.25446,Yes,12/12/2025 17:16,,No,Burglary - Criminal
11/16/2025 0:00,10:00:00,25045393,BURGLARY - 2ND DEGREE,220,Burglary/Breaking and Entering,5,Property,F,5,2821 N VANDEVENTER AVE,,5,The Ville,57,38.658043,-90.227183,Yes,12/2/2025 11:18,,No,Burglary - Criminal
11/16/2025 0:00,15:00:00,25045433,ROBBERY - 1ST DEGREE,120,Robbery,3,Property,F,3,205 N 18TH ST,703,4,Downtown West,36,38.630941,-90.206168,Yes,12/9/2025 18:05,,Yes,Robbery - Criminal
11/16/2025 0:00,15:00:00,25045433,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,3,205 N 18TH ST,703,4,Downtown West,36,38.630941,-90.206168,Yes,12/9/2025 18:05,590520,Yes,Robbery - Criminal
11/16/2025 0:00,15:00:00,25045433,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,3,205 N 18TH ST,703,4,Downtown West,36,38.630941,-90.206168,Yes,12/9/2025 18:05,590521,Yes,Robbery - Criminal
11/16/2025 0:00,15:00:00,25045433,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,3,205 N 18TH ST,703,4,Downtown West,36,38.630941,-90.206168,Yes,12/9/2025 18:05,590522,Yes,Robbery - Criminal
11/16/2025 0:00,15:00:00,25045433,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,3,205 N 18TH ST,703,4,Downtown West,36,38.630941,-90.206168,Yes,12/9/2025 18:05,590523,Yes,Robbery - Criminal
11/16/2025 0:00,15:00:00,25045433,ASSAULT 1ST DEGREE OR ATTEMPT,13A,Aggravated Assault,4,Person,F,3,205 N 18TH ST,703,4,Downtown West,36,38.630941,-90.206168,Yes,12/9/2025 18:05,590524,Yes,Robbery - Criminal
11/16/2025 0:00,15:00:00,25045433,UNLAWFUL USE OF WEAPON - SUBSECTION 4 - EXHIBITING,520,Weapons Law Violations,,Society,F,3,205 N 18TH ST,703,4,Downtown West,36,38.630941,-90.206168,Yes,12/9/2025 18:05,,Yes,Robbery - Criminal
11/16/2025 0:00,15:00:00,25045433,ENDANGERING WELFARE OF CHILD CREATING SUBSTANTIAL RISK-1ST DEGREE - 1ST OFFENSE - NO SEXUAL CONTACT,90F,"Family Offenses, Nonviolent",,Society,F,3,205 N 18TH ST,703,4,Downtown West,36,38.630941,-90.206168,Yes,12/9/2025 18:05,,No,Robbery - Criminal
11/16/2025 0:00,15:00:00,25045433,ARMED CRIMINAL ACTION,90Z,All Other Offenses,,Unspecified,F,3,205 N 18TH ST,703,4,Downtown West,36,38.630941,-90.206168,Yes,12/9/2025 18:05,,No,Robbery - Criminal
11/16/2025 0:00,15:00:00,25045433,RESISTING/INTERFERING WITH ARREST FOR A FELONY,90Z,All Other Offenses,,Unspecified,F,3,205 N 18TH ST,703,4,Downtown West,36,38.630941,-90.206168,Yes,12/9/2025 18:05,,No,Robbery - Criminal
11/16/2025 0:00,18:21:00,25045441,POSSESSION OF CONTROLLED SUBSTANCE,35A,Drug/Narcotic Violations,,Society,F,,N KINGSHIGHWAY BLVD,W FLORISSANT AVE,6,Mark Twain,71,38.691411,-90.23626,Yes,12/1/2025 14:56,,No,Drugs / Narcotics - Criminal
11/16/2025 0:00,18:21:00,25045441,POSSESS DRUG PARAPHERNALIA,35B,Drug Equipment Violations,,Society,,,N KINGSHIGHWAY BLVD,W FLORISSANT AVE,6,Mark Twain,71,38.691411,-90.23626,Yes,12/1/2025 14:56,,No,Drugs / Narcotics - Criminal
11/16/2025 0:00,16:00:00,25045443,STEALING - $750 OR MORE,23F,Theft From Motor Vehicle,6,Property,F,6,3503 ROGER PL,,2,Tower Grove South,15,38.594504,-90.254103,Yes,12/2/2025 11:56,,No,Motor Vehicle Theft - Criminal
